frame,id,x1,y1,x2,y2
77,-1,499,172,577,212
77,11,709,175,853,275
77,13,1224,150,1241,306
77,14,1048,109,1241,274
77,15,227,222,353,283
77,16,304,183,424,258
77,17,0,210,174,374
77,18,887,145,1134,227
77,19,433,181,494,222
77,30,938,153,1031,179
78,-1,608,169,628,188
78,-1,632,171,673,197
78,-1,707,158,810,189
78,-1,499,172,577,212
78,11,718,175,883,286
78,14,1108,100,1241,291
78,15,191,226,333,295
78,16,282,184,414,265
78,17,0,219,110,374
78,18,911,142,1183,232
78,19,427,182,491,225
78,30,948,153,1044,179
79,-1,612,171,637,190
79,-1,632,171,673,197
79,-1,712,160,833,193
79,-1,509,172,581,207
79,11,729,175,921,300
79,14,1187,101,1241,293
79,15,146,232,310,309
79,16,256,185,403,274
79,18,940,138,1241,238
79,19,420,182,488,228
79,20,456,182,507,217
79,30,959,153,1058,180
80,-1,615,170,636,189
80,-1,638,169,682,199
80,-1,712,160,833,193
80,-1,509,172,581,207
80,11,743,175,970,319
80,15,89,238,282,326
80,16,226,186,390,283
80,18,974,135,1241,244
80,19,413,183,485,231
80,20,453,182,506,218
80,21,477,182,518,213
80,30,970,153,1073,181
80,31,955,150,1051,177
81,-1,615,170,636,189
81,-1,638,168,693,200
81,-1,713,152,846,197
81,-1,509,172,581,207
81,11,758,176,1036,346
81,15,16,244,246,347
81,16,187,188,374,295
81,18,1011,132,1241,253
81,19,403,183,479,233
81,20,446,183,502,220
81,21,472,182,516,214
81,28,1028,149,1141,182
81,29,996,148,1102,181
81,30,979,151,1086,180
81,31,965,149,1063,176
82,-1,615,170,636,189
82,-1,641,167,694,201
82,-1,713,152,846,197
82,-1,509,172,581,207
82,11,777,176,1130,374
82,15,0,255,202,374
82,16,140,189,354,309
82,18,1057,128,1241,265
82,19,392,183,473,236
82,20,439,183,498,222
82,21,467,182,513,215
82,28,1042,146,1159,180
82,29,1008,148,1119,182
82,30,989,149,1099,178
82,31,975,147,1077,176
83,-1,615,170,636,189
83,-1,640,170,695,200
83,-1,718,152,862,197
83,-1,509,172,581,207
83,11,801,178,1241,374
83,15,0,264,145,374
83,16,80,191,332,327
83,18,1115,122,1241,279
83,19,379,184,467,240
83,20,431,184,494,225
83,21,462,182,510,216
83,28,1057,143,1179,179
83,29,1021,146,1136,181
83,30,1000,147,1114,177
83,31,985,146,1091,175
84,-1,615,170,636,189
84,-1,641,162,703,204
84,-1,715,146,874,203
84,-1,509,172,581,207
84,11,834,180,1241,374
84,15,0,283,69,374
84,16,3,193,304,350
84,18,1190,123,1241,283
84,19,365,184,460,243
84,20,422,184,489,227
84,21,457,182,506,218
84,28,1072,140,1200,177
84,29,1035,140,1155,177
84,30,1011,145,1129,176
84,31,997,144,1105,174
85,-1,615,170,636,189
85,-1,642,171,673,195
85,-1,726,161,800,199
85,-1,519,172,578,204
85,11,880,181,1241,374
85,16,0,195,271,374
85,19,350,184,452,247
85,20,412,185,484,230
85,21,451,182,502,219
85,22,477,182,522,212
85,23,778,154,880,194
85,25,752,157,829,192
85,28,1089,136,1223,175
85,29,1049,137,1175,176
85,30,1023,142,1146,175
85,31,1009,143,1121,174
85,34,665,172,703,202
86,-1,615,170,636,189
86,-1,642,171,673,195
86,-1,733,165,791,195
86,-1,538,169,580,199
86,11,945,177,1241,374
86,16,0,199,230,374
86,19,330,186,442,254
86,20,400,186,477,233
86,21,443,183,497,222
86,22,471,182,518,214
86,23,782,154,889,195
86,25,756,156,835,191
86,28,1107,133,1241,173
86,29,1065,135,1196,175
86,30,1036,140,1164,173
86,31,1011,141,1128,173
86,33,501,180,540,206
86,34,665,171,705,202
87,-1,615,170,636,189
87,-1,642,171,673,195
87,-1,730,163,796,197
87,-1,538,169,580,199
87,11,1050,172,1241,374
87,16,0,204,178,374
87,19,307,187,430,261
87,20,388,186,470,237
87,21,433,184,491,225
87,22,464,183,513,216
87,23,787,153,899,196
87,25,760,154,842,191
87,28,1124,132,1241,173
87,29,1079,131,1216,173
87,30,1049,137,1181,171
87,31,1022,141,1144,174
87,33,497,180,537,206
87,34,665,170,706,202
88,-1,615,170,636,189
88,-1,642,171,673,195
88,-1,729,160,805,196
88,-1,538,169,580,199
88,-1,1,209,108,375
88,16,0,210,109,374
88,19,281,190,417,270
88,20,374,187,462,241
88,21,423,186,485,229
88,22,457,184,509,218
88,23,793,153,909,197
88,25,764,155,850,194
88,28,1143,130,1241,173
88,29,1095,134,1238,176
88,30,1062,139,1200,175
88,31,1034,140,1160,174
88,33,492,181,534,209
88,34,665,171,708,204
89,-1,615,170,636,189
89,-1,642,171,673,195
89,-1,742,158,808,195
89,-1,538,169,580,199
89,19,250,192,403,280
89,20,356,189,452,247
89,21,412,187,478,232
89,22,449,185,503,220
89,23,798,152,920,199
89,25,769,156,858,195
89,28,1163,129,1241,173
89,29,1112,133,1241,177
89,30,1076,139,1220,176
89,31,1046,139,1177,174
89,33,486,183,530,211
89,34,666,172,710,207
90,-1,610,173,633,192
90,-1,642,171,673,195
90,-1,740,165,816,201
90,-1,525,179,568,206
90,19,213,195,386,292
90,20,335,191,441,253
90,21,400,188,470,236
90,22,440,186,498,223
90,23,805,152,932,200
90,24,802,151,888,197
90,25,774,155,866,196
90,28,1185,127,1241,173
90,29,1129,127,1241,173
90,30,1091,133,1241,172
90,31,1060,138,1196,174
90,33,481,185,526,214
90,34,666,173,712,209
91,-1,604,172,630,194
91,-1,634,176,674,202
91,-1,748,164,816,206
91,-1,528,178,569,207
91,19,172,196,368,305
91,20,315,194,431,261
91,21,388,190,463,241
91,22,431,188,493,227
91,23,812,153,946,204
91,24,808,152,897,200
91,25,778,158,875,201
91,28,1208,127,1241,174
91,29,1149,128,1241,175
91,30,1107,134,1241,174
91,31,1074,138,1215,176
91,33,475,186,522,217
91,34,666,175,714,212
92,-1,604,172,630,194
92,-1,634,176,674,202
92,-1,752,166,806,201
92,-1,525,179,567,203
92,19,120,199,348,321
92,20,293,196,420,269
92,21,375,193,455,247
92,22,422,190,487,231
92,23,820,153,961,206
92,24,814,153,908,202
92,25,783,156,884,200
92,28,1234,127,1241,174
92,29,1170,127,1241,176
92,30,1125,134,1241,175
92,31,1089,138,1236,177
92,33,468,188,517,220
92,34,667,177,717,216
93,-1,604,172,630,194
93,-1,634,176,674,202
93,-1,525,179,567,203
93,-1,757,160,819,204
93,19,54,201,323,341
93,20,265,197,406,275
93,21,359,192,446,249
93,22,412,190,481,233
93,23,829,152,978,208
93,24,822,151,920,203
93,25,789,157,894,203
93,29,1192,125,1241,176
93,30,1144,132,1241,175
93,31,1105,135,1241,175
93,33,462,187,513,220
93,34,667,175,719,216
94,-1,604,172,630,194
94,-1,634,176,674,202
94,-1,510,174,559,204
94,-1,761,163,829,200
94,19,0,204,294,367
94,20,233,198,391,283
94,21,340,191,436,252
94,22,401,190,474,235
94,23,838,149,996,208
94,24,830,149,934,204
94,25,795,152,905,200
94,29,1217,123,1241,175
94,30,1165,129,1241,173
94,31,1123,131,1241,173
94,33,455,186,508,220
94,34,668,174,722,216
95,-1,596,173,623,191
95,-1,634,176,674,202
95,-1,507,175,555,215
95,19,0,208,258,374
95,20,195,198,374,292
95,21,320,194,425,259
95,22,389,189,467,236
95,23,849,147,1016,209
95,24,839,147,949,204
95,25,801,151,917,202
95,30,1188,126,1241,172
95,31,1143,130,1241,173
95,32,763,158,870,201
95,33,448,185,504,220
95,34,669,174,726,218
95,35,659,174,704,212
96,-1,596,173,623,191
96,-1,634,176,674,202
96,-1,506,177,554,209
96,19,0,215,214,374
96,20,151,200,356,305
96,21,300,194,414,265
96,22,378,191,461,241
96,23,863,148,1042,214
96,24,850,145,966,205
96,25,810,153,932,206
96,30,1214,127,1241,174
96,31,1164,128,1241,173
96,32,769,158,882,202
96,33,441,186,500,223
96,34,671,174,732,220
96,35,661,174,708,214
97,-1,596,173,623,191
97,-1,634,176,674,202
97,-1,506,177,554,209
97,19,0,222,157,374
97,20,97,202,334,321
97,21,276,195,403,272
97,22,365,192,455,245
97,23,879,145,1072,215
97,24,863,144,987,208
97,25,820,151,949,207
97,31,1188,126,1241,173
97,32,776,157,894,204
97,33,434,188,496,226
97,34,673,174,739,223
97,35,663,174,712,215
98,-1,596,173,623,191
98,-1,634,176,674,202
98,-1,506,177,554,209
98,-1,653,151,682,191
98,-1,1,212,60,375
98,19,0,229,82,374
98,20,28,205,309,341
98,21,248,197,390,280
98,22,351,194,447,250
98,23,897,143,1106,218
98,24,877,143,1011,210
98,25,831,149,967,208
98,31,1213,125,1241,173
98,32,784,156,908,205
98,33,426,188,493,228
98,34,676,175,747,226
98,35,665,173,717,217
99,-1,591,171,620,194
99,-1,634,176,674,202
99,-1,487,172,554,218
99,-1,656,144,686,188
99,20,0,208,279,367
99,21,216,198,374,289
99,22,336,193,439,254
99,23,917,141,1145,222
99,24,893,141,1037,214
99,25,843,146,988,209
99,32,792,156,924,207
99,33,418,188,489,230
99,34,679,175,756,229
99,35,667,173,722,219
100,-1,591,171,620,194
100,-1,634,176,674,202
100,-1,487,172,554,218
100,-1,656,147,688,193
100,20,0,212,241,374
100,21,177,199,357,300
100,22,315,195,429,260
100,23,941,137,1190,225
100,24,912,140,1067,217
100,25,856,146,1012,212
100,32,801,155,941,209
100,33,409,188,484,232
100,34,682,175,766,233
100,35,669,173,727,221
101,-1,591,171,620,194
101,-1,634,176,674,202
101,-1,487,172,554,218
101,-1,657,145,691,186
101,20,0,218,194,374
101,21,127,202,336,315
101,22,294,195,420,265
101,23,968,136,1241,232
101,24,935,138,1104,221
101,25,871,145,1039,215
101,32,814,154,963,211
101,33,399,188,480,235
101,34,687,175,777,237
101,35,672,173,734,223
102,-1,591,171,620,194
102,-1,634,176,674,202
102,-1,487,172,554,218
102,-1,658,148,696,196
102,-1,134,175,194,228
102,20,0,225,134,374
102,21,63,205,311,335
102,22,271,196,409,271
102,23,1000,135,1241,241
102,24,961,137,1148,227
102,25,889,145,1070,221
102,32,829,154,987,214
102,33,389,188,474,237
102,34,692,175,789,241
102,35,676,173,741,226
103,-1,580,171,616,196
103,-1,639,175,697,215
103,-1,487,172,554,218
103,-1,660,150,699,191
103,-1,113,166,169,229
103,21,0,208,281,360
103,22,243,196,396,278
103,23,1039,133,1241,249
103,24,991,135,1199,233
103,25,909,144,1106,225
103,32,845,154,1015,218
103,33,377,189,469,240
103,34,698,176,804,246
103,35,679,173,748,229
104,-1,580,171,616,196
104,-1,639,175,697,215
104,-1,487,172,554,218
104,-1,660,150,699,191
104,-1,81,170,143,237
104,21,0,213,244,374
104,22,210,196,382,286
104,23,1085,131,1241,261
104,24,1027,132,1241,240
104,25,932,142,1147,230
104,32,864,153,1046,222
104,33,364,189,462,244
104,34,705,176,820,252
104,35,683,173,757,232
105,-1,580,171,616,196
105,-1,640,173,678,205
105,-1,487,172,554,218
105,-1,660,150,699,191
105,-1,51,171,119,237
105,21,0,218,198,374
105,22,171,197,366,295
105,23,1143,128,1241,274
105,24,1069,130,1241,249
105,25,958,141,1196,237
105,32,884,153,1082,226
105,33,350,189,455,247
105,34,713,176,840,260
105,35,687,173,767,236
105,36,419,186,484,231
105,37,666,177,720,215
106,-1,574,174,615,195
106,-1,640,173,678,205
106,-1,487,172,554,218
106,-1,660,150,699,191
106,-1,10,169,85,241
106,-1,196,166,435,207
106,21,0,223,141,374
106,22,122,199,347,310
106,23,1214,129,1241,275
106,24,1114,127,1241,260
106,25,988,140,1241,245
106,32,901,152,1116,232
106,33,334,190,447,252
106,34,721,177,862,269
106,35,692,174,778,240
106,36,410,186,479,234
106,37,668,178,725,217
107,-1,574,174,615,195
107,-1,640,173,678,205
107,-1,487,172,554,218
107,-1,664,138,723,191
107,-1,1,166,43,375
107,-1,161,163,417,217
107,21,0,230,66,374
107,22,61,202,324,328
107,24,1170,128,1241,268
107,25,1022,137,1241,253
107,32,920,152,1156,238
107,33,315,191,439,258
107,34,731,178,890,279
107,35,697,174,790,245
107,36,401,187,473,237
107,37,671,178,730,219
107,39,658,180,707,214
108,-1,122,174,425,219
108,-1,462,173,552,217
108,-1,565,172,609,200
108,-1,640,178,677,204
108,-1,672,139,740,182
108,22,0,205,297,351
108,24,1240,130,1241,179
108,25,1064,135,1241,264
108,32,943,151,1204,246
108,33,294,192,429,264
108,34,742,179,924,293
108,35,702,175,804,251
108,36,390,188,467,240
108,37,674,179,736,221
108,39,660,180,711,215
109,-1,122,174,425,219
109,-1,457,181,514,227
109,-1,670,142,727,184
109,22,0,209,264,374
109,25,1116,137,1241,282
109,32,969,151,1241,255
109,33,269,194,418,272
109,34,755,181,967,310
109,35,709,175,821,258
109,36,379,189,460,244
109,37,677,179,742,224
109,39,662,181,715,217
109,40,505,182,537,208
109,41,648,179,686,208
109,96,566,175,606,191
110,-1,79,169,408,227
110,-1,670,144,741,185
110,22,0,214,224,374
110,25,1180,136,1241,286
110,32,1001,151,1241,266
110,33,239,195,406,281
110,34,771,182,1023,332
110,35,716,176,840,266
110,36,366,190,453,249
110,37,681,180,749,227
110,38,443,186,506,225
110,39,664,181,720,219
110,40,502,182,535,208
110,41,649,179,689,209
110,96,561,175,603,191
111,-1,42,162,388,227
111,-1,678,137,736,183
111,22,0,218,176,374
111,32,1047,151,1241,279
111,33,205,196,392,290
111,34,790,182,1101,361
111,35,724,176,863,276
111,36,350,190,445,253
111,37,684,180,756,229
111,38,436,186,502,227
111,39,665,181,724,221
111,40,499,181,533,208
111,41,650,179,691,209
111,96,556,175,599,191
112,-1,6,161,423,232
112,-1,675,141,739,179
112,22,0,224,114,374
112,32,1104,150,1241,297
112,33,164,198,376,302
112,34,814,183,1214,374
112,35,733,177,891,287
112,36,333,190,435,257
112,37,687,180,764,232
112,38,429,186,498,229
112,39,667,181,728,222
112,40,495,180,531,208
112,41,652,178,694,210
112,96,550,174,595,191
113,-1,1,159,450,247
113,-1,679,141,745,178
113,32,1176,152,1241,304
113,33,113,199,357,316
113,34,845,184,1241,374
113,35,743,177,925,301
113,36,313,191,425,262
113,37,690,180,773,236
113,38,420,186,494,231
113,39,669,181,734,224
113,40,492,180,528,208
113,41,653,177,697,210
113,96,543,175,590,192
114,-1,1,161,422,246
114,-1,677,138,751,184
114,33,50,201,336,333
114,34,887,184,1241,374
114,35,755,178,969,318
114,36,290,191,413,268
114,37,694,181,783,240
114,38,411,186,490,233
114,39,672,181,740,226
114,40,489,179,526,209
114,41,654,175,699,209
114,96,535,175,585,192
115,-1,1,161,422,246
115,-1,676,139,749,184
115,33,0,203,310,357
115,34,947,186,1241,374
115,35,770,178,1027,342
115,36,263,191,400,275
115,37,698,181,794,244
115,38,402,186,485,235
115,39,675,181,746,229
115,40,485,179,524,209
115,41,656,179,704,214
115,96,527,175,579,193
116,-1,1,161,422,246
116,-1,673,139,754,185
116,33,0,207,279,374
116,34,1038,186,1241,374
116,35,788,178,1104,372
116,36,232,192,386,284
116,37,703,181,806,248
116,38,390,185,480,237
116,39,677,181,753,231
116,40,482,179,522,210
116,41,658,178,707,215
116,96,519,175,572,193
117,-1,1,161,422,246
117,-1,674,132,756,181
117,33,0,211,240,374
117,34,1194,199,1241,374
117,35,809,178,1216,374
117,36,195,193,370,294
117,37,709,180,821,252
117,38,377,185,473,240
117,39,680,181,761,234
117,40,478,178,520,211
117,41,659,177,711,215
117,96,511,175,566,193
118,-1,1,161,422,246
118,-1,673,132,763,185
118,33,0,216,192,374
118,35,837,179,1241,374
118,36,150,195,351,307
118,37,716,180,837,257
118,38,363,185,467,243
118,39,684,180,769,236
118,40,474,178,517,211
118,41,661,176,714,215
118,96,503,174,559,193
119,-1,1,161,422,246
119,-1,697,157,715,197
119,-1,676,132,753,181
119,33,0,222,129,374
119,35,874,179,1241,374
119,36,94,196,329,322
119,37,723,179,856,263
119,38,347,184,459,246
119,39,687,179,779,238
119,40,469,178,514,212
119,41,662,175,718,215
119,42,656,176,701,210
119,96,495,173,552,192
120,-1,1,161,422,246
120,-1,695,155,721,202
120,-1,673,136,774,181
120,35,926,180,1241,374
120,36,22,198,302,342
120,37,731,178,879,270
120,38,329,184,451,249
120,39,691,178,789,240
120,40,464,177,511,213
120,41,664,175,722,218
120,42,657,176,704,211
120,43,487,177,523,206
120,96,486,173,544,192
121,-1,1,161,422,246
121,-1,699,159,723,198
121,-1,677,139,795,181
121,35,1003,178,1241,374
121,36,0,202,271,370
121,37,740,178,907,280
121,38,310,185,442,255
121,39,695,178,801,244
121,40,459,177,509,214
121,41,666,176,727,221
121,42,658,175,707,212
121,43,484,178,520,207
122,-1,1,160,474,236
122,-1,704,162,731,202
122,-1,683,130,804,190
122,35,1130,178,1241,374
122,36,0,206,233,374
122,37,751,178,941,292
122,38,289,186,432,261
122,39,700,178,814,249
122,40,453,177,505,215
122,41,668,177,732,223
122,42,660,175,711,213
122,43,480,178,518,208
123,-1,1,162,244,236
123,-1,304,155,458,214
123,-1,707,157,735,198
123,-1,686,132,798,177
123,36,0,212,185,374
123,37,763,179,984,307
123,38,265,188,421,269
123,39,705,178,830,255
123,40,447,177,502,217
123,41,670,176,738,224
123,42,661,174,714,214
123,43,476,178,515,210
124,-1,1,166,223,240
124,-1,707,154,737,199
124,-1,299,157,411,214
124,-1,680,127,792,186
124,36,0,219,124,374
124,37,778,179,1039,326
124,38,236,189,408,278
124,39,712,178,848,261
124,40,440,177,499,218
124,41,672,174,744,225
124,42,663,174,718,215
124,43,471,178,513,210
125,-1,1,164,178,256
125,-1,707,154,737,199
125,-1,685,129,793,175
125,37,795,179,1113,353
125,38,202,191,394,289
125,39,719,178,870,269
125,40,433,177,495,220
125,41,675,172,751,226
125,42,665,173,723,216
125,43,467,177,510,210
126,-1,1,168,198,240
126,-1,712,154,741,199
126,-1,685,125,781,185
126,37,818,177,1215,374
126,38,160,192,378,301
126,39,727,177,895,277
126,40,425,177,491,221
126,41,678,172,758,228
126,42,667,172,728,217
126,43,462,177,507,211
127,-1,1,172,132,247
127,-1,718,152,747,202
127,-1,687,124,771,187
127,37,846,175,1241,374
127,38,110,194,360,316
127,39,736,177,926,288
127,40,417,176,486,223
127,41,681,171,767,231
127,42,669,172,733,218
127,43,457,177,503,213
128,-1,1,181,92,245
128,-1,718,152,747,202
128,-1,680,128,858,184
128,37,884,173,1241,374
128,38,47,196,338,335
128,39,747,176,964,300
128,40,409,176,481,225
128,41,685,171,777,234
128,42,672,171,739,220
128,43,451,177,500,214
129,-1,721,154,759,205
129,-1,177,161,311,218
129,-1,808,151,881,191
129,-1,694,127,862,179
129,37,935,170,1241,374
129,38,0,199,313,359
129,39,760,175,1013,317
129,40,399,176,476,227
129,41,689,170,788,238
129,42,675,170,746,221
129,43,445,176,496,215
130,-1,177,161,311,218
130,-1,808,151,881,191
130,-1,687,122,869,176
130,37,1011,167,1241,374
130,38,0,202,282,374
130,39,775,173,1077,338
130,40,389,175,470,229
130,41,694,170,800,242
130,42,678,169,753,223
130,43,438,176,492,216
130,44,725,153,741,200
130,45,744,154,756,201
131,-1,128,167,285,234
131,-1,808,151,881,191
131,-1,693,124,880,176
131,37,1136,174,1241,374
131,38,0,206,248,374
131,39,793,174,1163,371
131,40,378,178,464,234
131,41,699,171,813,248
131,42,680,169,759,226
131,43,431,177,488,219
131,44,728,154,744,203
131,45,745,155,759,203
132,-1,88,170,268,247
132,-1,808,151,881,191
132,-1,692,127,895,178
132,38,0,210,205,374
132,39,815,176,1241,374
132,40,365,180,457,240
132,41,705,172,828,256
132,42,683,171,767,230
132,43,423,180,483,223
132,44,732,155,746,205
132,45,747,155,761,206
133,-1,58,166,257,249
133,-1,808,151,881,191
133,-1,686,125,870,178
133,38,0,217,151,374
133,39,843,179,1241,374
133,40,351,183,450,246
133,41,711,173,846,264
133,42,687,173,776,236
133,43,415,182,478,228
133,44,735,156,751,208
133,45,751,156,769,208
134,-1,5,168,245,253
134,-1,834,153,916,198
134,-1,1,211,54,375
134,-1,691,124,894,183
134,38,0,223,79,374
134,39,881,182,1241,374
134,40,335,186,442,253
134,41,719,175,867,275
134,42,691,175,786,242
134,43,406,185,473,234
134,44,739,157,756,211
134,45,756,157,776,211
135,-1,5,168,245,253
135,-1,834,153,916,198
135,-1,693,125,915,189
135,39,933,184,1241,374
135,40,317,189,432,261
135,41,727,177,893,287
135,42,695,177,797,249
135,43,396,188,467,240
135,44,747,159,764,214
135,45,760,158,778,214
135,46,687,180,751,228
136,-1,1,181,254,265
136,-1,834,153,916,198
136,-1,694,126,931,182
136,39,1010,186,1241,374
136,40,297,188,423,265
136,41,736,177,923,299
136,42,699,177,810,253
136,43,385,188,460,242
136,44,755,158,770,215
136,45,763,157,779,215
136,46,690,179,758,230
137,-1,1,174,223,294
137,-1,834,153,916,198
137,-1,697,122,956,183
137,39,1136,191,1241,374
137,40,276,188,412,270
137,41,746,177,961,314
137,42,705,176,825,258
137,43,373,187,453,244
137,44,756,157,774,217
137,45,771,156,788,216
137,46,693,178,765,232
138,-1,1,174,223,294
138,-1,857,150,933,206
138,-1,697,121,957,188
138,40,251,188,401,276
138,41,758,177,1009,334
138,42,711,175,842,264
138,43,359,187,446,246
138,44,757,156,777,218
138,45,779,155,796,217
138,46,696,177,774,233
139,-1,1,174,168,260
139,-1,862,153,937,196
139,-1,706,115,958,185
139,40,222,187,387,283
139,41,773,178,1072,359
139,42,716,175,860,272
139,43,343,186,437,249
139,44,761,155,783,219
139,45,783,154,803,219
139,46,699,177,782,237
140,-1,1,174,168,260
140,-1,862,153,937,196
140,-1,706,115,958,185
140,40,183,190,370,295
140,41,791,178,1159,374
140,42,722,176,882,283
140,43,325,188,427,256
140,44,765,153,788,221
140,45,787,153,809,220
140,46,702,178,791,241
140,90,368,175,455,210
141,-1,1,174,168,260
141,-1,862,153,937,196
141,-1,706,115,958,185
141,40,141,188,352,302
141,41,812,180,1241,374
141,42,730,179,908,296
141,43,306,189,417,261
141,44,777,153,799,223
141,45,793,152,818,222
141,46,706,180,801,247
141,90,360,177,450,212
142,-1,1,175,117,250
142,-1,882,163,963,206
142,-1,706,115,958,185
142,40,90,190,332,317
142,41,838,182,1241,374
142,42,739,182,940,313
142,43,285,191,405,268
142,44,789,153,809,226
142,45,799,151,825,224
142,46,710,182,814,254
142,90,352,178,444,214
143,-1,882,163,963,206
143,-1,706,115,958,185
143,-1,977,148,1023,195
143,40,27,194,308,338
143,41,872,185,1241,374
143,42,749,182,980,330
143,43,260,192,393,275
143,44,789,153,813,229
143,45,807,150,834,226
143,46,716,184,828,262
143,90,344,179,439,216
144,-1,882,163,963,206
144,-1,706,115,958,185
144,-1,976,151,1057,202
144,40,0,195,279,359
144,41,920,188,1241,374
144,42,762,183,1032,353
144,43,232,193,379,283
144,44,790,153,816,232
144,45,816,149,842,229
144,46,719,183,844,267
144,90,335,178,433,216
145,-1,912,154,987,199
145,-1,703,119,981,197
145,-1,976,151,1057,202
145,40,0,200,246,374
145,41,988,193,1241,374
145,42,777,183,1101,374
145,43,199,195,363,293
145,44,797,153,825,236
145,45,827,148,853,231
145,46,724,182,862,273
145,90,326,177,427,216
146,-1,912,154,987,199
146,-1,708,121,998,187
146,-1,992,141,1091,202
146,40,0,201,209,374
146,41,1097,203,1241,374
146,42,794,184,1186,374
146,43,162,196,346,302
146,44,806,152,832,239
146,45,837,146,863,234
146,46,731,182,882,282
146,90,317,176,420,216
147,-1,706,117,1006,187
147,-1,968,132,1106,202
147,-1,397,163,459,208
147,40,0,204,164,374
147,42,815,186,1241,374
147,43,119,196,326,313
147,44,813,151,843,241
147,45,845,145,876,237
147,46,739,183,907,291
147,90,307,175,413,216
148,-1,702,111,1000,181
148,-1,988,139,1142,194
148,-1,397,163,459,208
148,-1,1,174,96,375
148,40,0,206,108,374
148,42,842,188,1241,374
148,43,66,197,304,326
148,44,820,149,853,245
148,45,854,143,889,240
148,46,748,183,936,303
148,90,298,174,408,216
149,-1,704,114,1008,178
149,-1,997,136,1175,198
149,-1,397,163,459,208
149,42,878,190,1241,374
149,43,2,198,279,342
149,44,831,147,864,248
149,45,869,142,902,244
149,46,758,184,972,318
149,90,289,175,401,218
150,-1,704,113,1016,184
150,-1,1020,136,1206,202
150,-1,397,163,459,208
150,42,927,193,1241,374
150,43,0,199,249,361
150,44,841,145,874,252
150,45,885,140,913,248
150,46,770,185,1017,337
150,90,279,176,395,220
151,-1,706,115,1030,187
151,-1,1046,137,1242,217
151,-1,380,172,437,201
151,-1,82,170,276,217
151,42,992,194,1241,374
151,43,0,203,216,374
151,44,851,143,891,256
151,45,895,138,933,252
151,46,783,185,1070,358
151,90,268,177,388,222
152,-1,706,115,1039,189
152,-1,1046,137,1242,217
152,-1,380,172,437,201
152,-1,82,170,276,217
152,42,1091,198,1241,374
152,43,0,206,178,374
152,44,861,140,906,260
152,45,905,136,951,257
152,46,798,186,1139,374
152,90,256,177,380,224
153,-1,706,115,1039,189
153,-1,1104,146,1242,219
153,-1,380,172,437,201
153,-1,98,188,262,242
153,43,0,211,133,374
153,44,877,137,925,265
153,45,925,134,975,263
153,46,816,186,1233,374
153,90,246,177,373,225
154,-1,706,115,1039,189
154,-1,1104,146,1242,219
154,-1,380,172,437,201
154,-1,48,176,253,258
154,-1,808,154,904,209
154,-1,1,212,66,375
154,43,0,216,78,374
154,44,893,134,941,270
154,45,946,131,997,269
154,46,838,187,1241,374
154,90,235,177,366,227
155,-1,1186,134,1242,206
155,-1,345,172,416,213
155,-1,118,176,236,232
155,44,913,130,970,276
155,45,971,128,1028,276
155,46,866,188,1241,374
155,47,32,201,161,236
155,48,0,205,118,256
155,49,812,166,908,201
155,50,705,113,889,188
155,90,223,177,359,228
156,-1,345,172,416,213
156,-1,118,176,236,232
156,44,933,128,995,284
156,45,993,126,1052,284
156,46,899,190,1241,374
156,47,16,202,149,239
156,48,0,207,101,260
156,49,817,166,915,203
156,50,707,112,894,189
156,90,212,177,352,229
157,-1,345,172,416,213
157,-1,118,176,236,232
157,-1,1066,139,1162,215
157,44,958,125,1025,291
157,45,1031,122,1096,292
157,46,941,193,1241,374
157,47,0,203,136,241
157,48,0,210,82,265
157,49,821,166,922,204
157,50,708,111,898,190
157,90,200,179,344,233
158,-1,345,172,416,213
158,-1,118,176,236,232
158,-1,1116,130,1214,221
158,44,987,123,1053,302
158,45,1070,119,1136,301
158,46,999,196,1241,374
158,47,0,205,123,244
158,48,0,212,62,270
158,49,826,167,930,205
158,50,709,110,903,190
158,52,944,163,1095,208
158,90,188,180,337,236
159,-1,325,177,407,221
159,-1,103,192,164,234
159,-1,1156,134,1242,205
159,44,1018,118,1093,312
159,45,1097,114,1176,312
159,46,1081,203,1241,374
159,47,0,207,109,247
159,48,0,215,37,273
159,49,830,167,938,207
159,50,711,110,908,191
159,52,952,162,1107,207
159,90,175,182,329,240
160,-1,346,179,401,207
160,-1,103,192,164,234
160,-1,1156,134,1242,205
160,44,1053,112,1128,323
160,45,1124,109,1209,325
160,46,1208,214,1241,374
160,47,0,208,94,249
160,49,836,168,947,208
160,50,712,109,914,192
160,52,959,160,1119,207
160,54,283,187,352,221
160,90,162,182,321,241
161,-1,346,179,401,207
161,-1,87,191,145,233
161,44,1085,107,1179,336
161,45,1145,105,1241,337
161,47,0,209,80,251
161,49,839,167,954,209
161,50,713,108,918,192
161,52,968,158,1133,206
161,54,276,186,345,220
161,90,149,181,312,242
162,-1,346,179,401,207
162,-1,69,189,128,231
162,44,1118,102,1223,350
162,45,1187,102,1241,349
162,47,0,210,65,253
162,49,844,167,961,210
162,50,713,107,922,193
162,52,976,158,1145,207
162,54,268,185,338,220
162,90,134,181,303,243
163,-1,346,179,401,207
163,-1,57,188,117,236
163,44,1135,98,1241,365
163,45,1236,106,1241,319
163,47,0,211,49,255
163,49,848,166,968,210
163,50,714,106,926,193
163,52,984,158,1158,208
163,54,260,186,331,222
163,90,119,181,293,245
